cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome;glossario
10,222;10,22;41;CF;Estabilidade;"CF Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público. § 1º O servidor público estável só perderá o cargo: I - em virtude de sentença judicial transitada em julgado II - mediante processo administrativo em que lhe seja assegurada ampla defesa; III - mediante procedimento de avaliação periódica de desempenho, na forma de lei complementar, assegurada ampla defesa. § 2º Invalidada por sentença judicial a demissão do servidor estável, será ele reintegrado, e o eventual ocupante da vaga, se estável, reconduzido ao cargo de origem, sem direito a indenização, aproveitado em outro cargo ou posto em disponibilidade com remuneração proporcional ao tempo de serviço. § 3º Extinto o cargo ou declarada a sua desnecessidade, o servidor estável ficará em disponibilidade, com remuneração proporcional ao tempo de serviço, até seu adequado aproveitamento em outro cargo. § 4º Como condição para a aquisição da estabilidade, é obrigatória a avaliação especial de desempenho por comissão instituída para essa finalidade."
10,223;10,22;243;Lei 8.112/90;Enquadramento;Lei 8.112/90 Art. 243. Ficam submetidos ao regime jurídico instituído por esta Lei, na qualidade de servidores públicos, os servidores dos Poderes da União, dos ex-Territórios, das autarquias, inclusive as em regime especial, e das fundações públicas, regidos pela Lei nº 1.711, de 28 de outubro de 1952 - Estatuto dos Funcionários Públicos Civis da União, ou pela Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, exceto os contratados por prazo determinado, cujos contratos não poderão ser prorrogados após o vencimento do prazo de prorrogação. § 1º Os empregos ocupados pelos servidores incluídos no regime instituído por esta Lei ficam transformados em cargos, na data de sua publicação. § 2º As funções de confiança exercidas por pessoas não integrantes de tabela permanente do órgão ou entidade onde têm exercício ficam transformadas em cargos em comissão, e mantidas enquanto não for implantado o plano de cargos dos órgãos ou entidades na forma da lei. § 3º As Funções de Assessoramento Superior - FAS, exercidas por servidor integrante de quadro ou tabela de pessoal, ficam extintas na data da vigência desta Lei. § 4º (VETADO). § 5º O regime jurídico desta Lei é extensivo aos serventuários da Justiça, remunerados com recursos da União, no que couber. § 6º Os empregos dos servidores estrangeiros com estabilidade no serviço público, enquanto não adquirirem a nacionalidade brasileira, passarão a integrar tabela em extinção, do respectivo órgão ou entidade, sem prejuízo dos direitos inerentes aos planos de carreira aos quais se encontrem vinculados os empregos.
10,224;10,22;29;L 8.112/1990;Recondução;Retorno do servidor estável ao cargo anteriormente ocupado quando inabilitado em estágio probatório relativo a outro cargo, ou quando da reintegração do anterior ocupante daquele cargo.
10,225;10,22;"CF, art. 37, XVI; Lei 8.112/90, art. 118 a 120";"CF; Lei 8.112/90";Acumulação de Cargos;"CF, art. 37 - XVI - é vedada a acumulação remunerada de cargos públicos, exceto, quando houver compatibilidade de horários, observado em qualquer caso o disposto no inciso XI. a) a de dois cargos de professor; b) a de um cargo de professor com outro técnico ou científico; c) a de dois cargos ou empregos privativos de profissionais de saúde, com profissões regulamentadas; XVII - a proibição de acumular estende-se a empregos e funções e abrange autarquias, fundações, empresas públicas, sociedades de economia mista, suas subsidiárias, e sociedades controladas, direta ou indiretamente, pelo poder público;"
10,226;10,22;28;L 8.112/1990;Reintegração;Retorno do servidor estável ao cargo anteriormente ocupado, como conseqüência da invalidação da demissão.
10,227;10,22;37, VII;CF;Direito de Greve;<<p>> CF, art 37 VII - o direito de greve ser&á exercido nos termos e nos limites definidos em lei espec&ífica.<</p>>
10,228;10,22;arts. 8º, VI, 25, 27;Lei 8112/90;Transferência;Legislação revogada: Art. 23. Transferência é a passagem do servidor estável de cargo efetivo para outro de igual denominação, pertencente a quadro de pessoal diverso, de órgão ou instituição do mesmo Poder. (Execução suspensa pela RSF nº 46, de 1997) § 1° A transferência ocorrerá de ofício ou a pedido do servidor, atendido o interesse do serviço, mediante o preenchimento de vaga.(Execução suspensa pela RSF nº 46, de 1997) § 2° Será admitida a transferência de servidor ocupante de cargo de quadro em extinção para igual situação em quadro de outro órgão ou entidade.(Execução suspensa pela RSF nº 46, de 1997) (Revogado pela Lei nº 9.527, de 10.12.97)
10,229;10,22;36;Lei 8.112/90;Remoção;"<<p>> Art. 36. Remo&ç&ão &é o deslocamento do servidor, a pedido ou de of&ício, no &âmbito do mesmo quadro, com ou sem mudan&ça de sede. Par&ágrafo &único. Para fins do disposto neste artigo, entende-se por modalidades de remo&ç&ão: (Reda&ç&ão dada pela Lei n&º 9.527, de 10.12.97) I - de of&ício, no interesse da Administra&ç&ão; (Inclu&ído pela Lei n&º 9.527, de 10.12.97) II - a pedido, a crit&ério da Administra&ç&ão; (Inclu&ído pela Lei n&º 9.527, de 10.12.97) III - a pedido, para outra localidade, independentemente do interesse da Administra&ç&ão: (Inclu&ído pela Lei n&º 9.527, de 10.12.97) a) para acompanhar c&ônjuge ou companheiro, tamb&ém servidor p&úblico civil ou militar, de qualquer dos Poderes da Uni&ão, dos Estados, do Distrito Federal e dos Munic&ípios, que foi deslocado no interesse da Administra&ç&ão; (Inclu&ído pela Lei n&º 9.527, de 10.12.97) b) por motivo de sa&úde do servidor, c&ônjuge, companheiro ou dependente que viva &às suas expensas e conste do seu assentamento funcional, condicionada &à comprova&ç&ão por junta m&édica oficial; (Inclu&ído pela Lei n&º 9.527, de 10.12.97) c) em virtude de processo seletivo promovido, na hip&ótese em que o n&úmero de interessados for superior ao n&úmero de vagas, de acordo com normas preestabelecidas pelo &órg&ão ou entidade em que aqueles estejam lotados<</p>>"
10,23;10,22;"CF, art. 40; Lei 8112/90, art. 183 e segs.";"CF; Lei 8.112/90";Regime Previdenciário;Todas as discussões pertinentes ao regime previdenciário (alteração, migração, regime próprio, regime misto, regime geral, compensação entre regimes).
10,231;10,22;1º;Lei 8.878/94;Anistia Administrativa;"Lei 8.838/94 Art. 1° É conhecida anistia aos servidores públicos civis e empregados da Administração Pública Federal direta, autárquica e fundacional, bem como aos empregados de empresas públicas e sociedades de economia mista sob controle da União que, no período compreendido entre 16 de março de 1990 e 30 de setembro de 1992, tenham sido: I - exonerados ou demitidos com violação de dispositivo constitucional ou legal; II - despedidos ou dispensados dos seus empregos com violação de dispositivo constitucional, legal, regulamentar ou de cláusula constante de acordo, convenção ou sentença normativa; III - exonerados, demitidos ou dispensados por motivação política, devidamente caracterizado, ou por interrupção de atividade profissional em decorrência de movimentação grevista. Parágrafo único. O disposto neste artigo aplica-se, exclusivamente, ao servidor titular de cargo de provimento efetivo ou de emprego permanente à época da exoneração, demissão ou dispensa."
10,232;10,22;25 a 27;L 8.112/1990;Reversão;"Art. 25. Reversão é o retorno à atividade de servidor aposentado: (Redação dada pela Medida Provisória nº 2.225-45, de 4.9.2001) I - por invalidez, quando junta médica oficial declarar insubsistentes os motivos da aposentadoria; ou (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) II - no interesse da administração, desde que: (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) a) tenha solicitado a reversão; (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) b) a aposentadoria tenha sido voluntária; (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) c) estável quando na atividade; (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) d) a aposentadoria tenha ocorrido nos cinco anos anteriores à solicitação; (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) e) haja cargo vago. (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) § 1o A reversão far-se-á no mesmo cargo ou no cargo resultante de sua transformação. (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) § 2o O tempo em que o servidor estiver em exercício será considerado para concessão da aposentadoria. (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) § 3o No caso do inciso I, encontrando-se provido o cargo, o servidor exercerá suas atribuições como excedente, até a ocorrência de vaga. (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) § 4o O servidor que retornar à atividade por interesse da administração perceberá, em substituição aos proventos da aposentadoria, a remuneração do cargo que voltar a exercer, inclusive com as vantagens de natureza pessoal que percebia anteriormente à aposentadoria. (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) § 5o O servidor de que trata o inciso II somente terá os proventos calculados com base nas regras atuais se permanecer pelo menos cinco anos no cargo. (Incluído pela Medida Provisória nº 2.225-45, de 4.9.2001) Art. 27. Não poderá reverter o aposentado que já tiver completado 70 (setenta) anos de idade."
10,233;10,22;37;L 8.112/1990;Redistribuição;<<p>> Deslocamento de cargo de provimento efetivo, ocupado ou vago no &âmbito do quadro geral de pessoal, para outro &órg&ão ou entidade do mesmo Poder.<</p>>
10,234;10,22;41;CF;Disponibilidade / Aproveitamento;CF Art. 41 § 3º Extinto o cargo ou declarada a sua desnecessidade, o servidor estável ficará em disponibilidade, com remuneração proporcional ao tempo de serviço, até seu adequado aproveitamento em outro cargo.
10,235;10,22;"arts. 20, § 3º; 37, § 1º; 93, §7º";Lei 8112/90;Lotação;Inclui os casos de localização fora da lotação do servidor.
10,236;10,22;art. 17;Lei 8112/90;Promoção / Ascensão;Aplica-se aos casos de promoção com mudança de classe ou de avanço dentro da mesma classe.
10,237;10,22;24;Lei 8.112/90;Readaptação;Art. 24. Readaptação é a investidura do servidor em cargo de atribuições e responsabilidades compatíveis com a limitação que tenha sofrido em sua capacidade física ou mental verificada em inspeção médica.
10,238;10,22;41;CF;Estágio Probatório;CF Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público. ...... § 4º Como condição para a aquisição da estabilidade, é obrigatória a avaliação especial de desempenho por comissão instituída para essa finalidade.
10,239;10,22;"37, II; 9º (lei 8.112/90)";"CF ; Lei 8.112/90";Nomeação;"CF Art. 37 II - a investidura em cargo ou emprego público depende de aprovação prévia em concurso público de provas ou de provas e títulos, de acordo com a natureza e a complexidade do cargo ou emprego, na forma prevista em lei, ressalvadas as nomeações para cargo em comissão declarado em lei de livre nomeação e exoneração Lei 8.112/90 Art. 9o A nomeação far-se-á: I - em caráter efetivo, quando se tratar de cargo isolado de provimento efetivo ou de carreira; II - em comissão, inclusive na condição de interino, para cargos de confiança vagos. Parágrafo único. O servidor ocupante de cargo em comissão ou de natureza especial poderá ser nomeado para ter exercício, interinamente, em outro cargo de confiança, sem prejuízo das atribuições do que atualmente ocupa, hipótese em que deverá optar pela remuneração de um deles durante o período da interinidade. Art. 10. A nomeação para cargo de carreira ou cargo isolado de provimento efetivo depende de prévia habilitação em concurso público de provas ou de provas e títulos, obedecidos a ordem de classificação e o prazo de sua validade."
