cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome
10,59;4,805;art. 21, V, 42, V, 67, §5º;Lei 6435;Resgate de Contribuição
10,591;10,337;Art. 50, § 2º, § 3º;Lei 6.680/80;Inclusão de Dependente
10,592;7,69;arts. 1º a 7º;Lei 0820/03;Desconto em folha de pagamento
10,595;10,463;art. 1.336, § 1º;Lei 10.406/02;Multa
10,598;7,617;6º, III, e 22;Lei n. 8.078/90 (C.D.C.);Cobrança indevida de ligações
10,599;4,264;564, IV;CPP;Quesitos
10,6;4,264;"255; 500, I";"CPP; CPPM";Impedimento
10,601;4,264;"564, I; 500, I";"CPP; CPPM";Suspeição
10,602;4,271;89;Lei nº 9099;Condicional do processo
10,605;10,604;24;CPP;Competência do MP
10,607;10,604;5.º, XII;"CF; LC 105/2001";Quebra do Sigilo Bancário
10,608;10,604;5.º, X e XII;CF;Quebra do Sigilo Fiscal
10,609;10,604;1º;Lei 9.296/96;Quebra do Sigilo Telefônico
10,616;10,613;25;cp;Legítima Defesa
10,617;10,613;24;CP;Estado de Necessidade
10,618;10,613;23, III;CP;Estrito Cumprimento do Dever Legal
10,619;10,613;22;CP;Inexigibilidade de Conduta Diversa
10,623;10,622;107;CP;Prescrição
10,624;10,622;107, IX;CP;Perdão
10,625;10,622;5º, XLIII;CF;Anistia
10,627;10,622;Art. 34;"8137/91; 9249/95";Pagamento ou Parcelamento do Crédito Tributário
10,63;4,263;76;9099/95;Transação
10,632;1,209;2º;Lei 7.960/89;Prisão Temporária
10,633;10,621;59;cp;Regime inicial
10,636;7,791;"696; 618; 156";"CPP; CPPM; 7.210/1984";Livramento condicional
10,638;10,288;art. 118;Lei 8112/90;Acumulação de Proventos
10,64;4,263;"594; 527";"CPP; CPPM";Prisão Decorrente de Sentença Condenatória
10,642;10,62;91 e 92;CP;Efeitos da Condenação
10,643;10,642;92, I;cp;Perda da Função Pública
10,644;10,642;45, § 3º;cp;Perda de Bens e Valores
10,651;8,829;"3º (Lei 9.099/1995); 3º (Lei n. 10.259/2001); 2º (Lei 12.153/2009)";Lei n. 9.099/1995, Lei n. 10.259/2001 e Lei n. 12.153/2009;Competência dos Juizados Especiais
10,652;8,829;14;Constituição Federal;Competência da Justiça do Trabalho
10,653;8,829;108 e 109;Constituição Federal;Competência da Justiça Federal
10,654;8,829;"102, 105, 108, 109, 114, 124 e 125, §§ 4º e 5º (CF); 22, 29, 35 (Código Eleitoral)";Constituição Federal e Código Eleitoral;Competência da Justiça Estadual
10,655;8,874;"85, §§ 1º, 2º, 6º e 8º a 19; 86; 87 e 90 a 92";CPC;Honorários Advocatícios
10,656;8,874;"85 a 87; 90 a 92";CPC;Honorários Advocatícios em Execução Contra a Fazenda Pública
10,658;8,874;82 a 84 e 86 a 94;CPC;Custas
10,659;8,884;145;CPC;Suspeição
10,66;8,884;144;CPC;Impedimento
10,662;10,288;Art. 40, § 19;CF;Abono de Permanência
10,666;9,045;997, caput;CPC;Regularidade Formal
10,667;10,288;art. 37, XIV;CF;Gratificações Estaduais Específicas
10,668;9,06;"1.017, § 2º, IV e § 4º (CPC); 2º, caput (Lei n. 9.800/1999)";CPC e Lei n. 9.800/1999;Fac-símile
10,669;9,06;1.017, § 2º, II;CPC;Protocolo Integrado / Descentralizado
10,671;9,148;536 e 537;CPC;Obrigação de Fazer / Não Fazer
10,673;9,148;100, §§ 3º e 4º;Constituição Federal;Requisição de Pequeno Valor - RPV
10,675;10,187;"CF, art. 94; LC 35, art. 100";CF, LC 35;Quinto Constitucional
10,676;10,67;"538, caput; 625; 806, caput e § 2º; 877, § 1º, I; 879, § 2º, I; 901, § 1º; 903, §§ 1º a 3º";CPC;Imissão na Posse
10,677;10,67;"536, caput e §§ 1º e 2º; 538, caput; 625; 806, caput e § 2º";CPC;Busca e Apreensão
10,678;10,672;"97, § 13; 103, caput";ADCT;Sequestro de Verbas Públicas
10,679;10,672;100, §§ 2º e 8º;Constituição Federal;Fracionamento
10,68;10,672;100, § 8º;Constituição Federal;Crédito Complementar
10,683;9,148;525, § 11;CPC;Fato Superveniente ao Término do Prazo para Impugnação
10,684;9,149;389, 406 e 407;Código Civil;Juros
10,685;9,149;"389 (CC); 1º (Lei 6.889/1981)";Código Civil e Lei n. 6.899/1981;Correção Monetária
10,686;9,148;"567. 806, § 1º; 814";CPC;Multa Cominatória / Astreintes
10,687;9,149;"406 (CC); 13 (Lei 9.065/1995)";Código Civil e Lei n. 9.065/1995;Taxa SELIC
10,688;9,633;arts. 101 e 112;ECA;Medidas Sócio-educativas
10,69;5,916;art. 2º;LC 77/1993;IPMF - Imposto Provisório sobre Movimentação Financeira
10,691;4,271;"92 e 93; 122 e ss.";"CPP; CPPM";Questão Prejudicial
10,706;10,288;art. 37, XIV;CF;Gratificações Municipais Específicas
10,732;10,214;art. 39, §4º;CF;Verba de Representação
10,734;8,919;97;Constituição Federal;Nulidade - Não Observância da Reserva de Plenário
10,735;8,942;330, III e 485, I e VI, §§ 3º e 7º;CPC;Ausência de Interesse Processual
10,737;8,942;485, IV, §§ 3º e 7º;CPC;Ausência de Pressupostos de Constituição e Desenvolvimento
10,738;9,045;528;CPPM;Sobrestamento
10,747;3,654;art. 289;Código Eleitoral;Inscrição fraudulenta
10,748;3,654;art. 324;Código Eleitoral;Calúnia
10,749;3,654;art. 325;Código Eleitoral;Difamação
10,75;3,654;art. 326;Código Eleitoral;Injúria
10,751;3,654;"art. 299; art. 41-A";"Código Eleitoral; Lei 9.504/97";Captação ilícita de votos ou corrupção eleitoral
10,752;3,654;art. 302;Código Eleitoral;Aliciamento eleitoral
10,753;3,654;art. 350;Código Eleitoral;Falso eleitoral
10,754;3,654;art. 347;Código Eleitoral;Desobediência à determinações da Justiça Eleitoral
10,755;3,654;art. 39, § 5º;Lei 9504/97;Boca de urna
10,756;3,654;art. 290;Código Eleitoral;Indução à inscrição indevida
10,815;3,654;art. 296;Código Eleitoral;Desordem eleitoral
10,816;3,654;artigo 348;Código Eleitoral;Falsificação de documento público para fins eleitorais
10,817;3,654;art. 353;Código Eleitoral;Uso de documento falso
10,818;3,654;art. 354;Código Eleitoral;Obtenção de documento falso
10,819;3,654;artigo 11, III;Lei 6091/74;Aliciamento de eleitores
10,82;3,654;artigo 33, § 4º;Lei 9504/97;Divulgação de pesquisa de fraudulenta
10,821;3,654;art. 34, § 2º;Lei 9504/97;Impedimento à fiscalização das pesquisas
10,822;3,654;art. 34, § 3º;Lei 9504/97;Publicação de pesquisa irregular
10,823;3,654;art. 40;Lei 9504/97;Uso de símbolos governamentais em propaganda eleitoral
10,824;3,654;art. 300;Código Eleitoral;Coação eleitoral
10,825;3,654;art. 301;Código Eleitoral;Aliciamento violento de eleitores
10,826;3,654;art. 334;Código Eleitoral;Aliciamento comercial de eleitores
10,827;3,654;art. 339;Código Eleitoral;Ocultação de urna
10,83;3,664;149;CPM (Lei 1.001/69);Motim
10,831;3,664;235;CPM (Lei 1.001/69);Pederastia ou outro ato de libidinagem
10,833;3,664;251;CPM (1.001/69);Estelionato
10,834;3,664;268;CPM (1.001/69);Incêndio
10,835;3,664;303;CPM (Lei 1.001/69);Peculato
10,836;3,664;305;CPM (Lei 1.101/69);Concussão
10,837;3,664;309;CPM (Lei 1.101/69);Corrupção ativa
10,838;3,664;319;CPM (Lei 1.001/69);Prevaricação
10,839;3,664;391;CPM (1.001/69);Deserção
10,842;10,841;209, § 6º;CPM (Lei 1.001/69);Lesão levíssima
10,843;3,664;215;CPM (1.001/69);Difamação
10,844;3,664;216;CPM (1.001/69);Injúria
10,845;10,84;205, § 1º;CPM (1.001/69);Homicídio simples
10,846;10,84;205, § 2º;CPM (1.001/69);Homicídio qualificado
10,847;10,841;209;CPM (Lei 1.001/69);Leve
10,848;10,841;209, § 1º;CPM (Lei 1.001/69);Grave
10,849;10,841;209, § 3º;CPM (Lei 1.001/69);Lesões qualificadas pelo resultado
10,85;10,832;242, § 1º;CPM (Lei 1.001/69);Roubo simples
10,851;10,832;242, § 2º;CPM (Lei 1.001/69);Roubo qualificado
10,852;3,664;242, § 3º;CPM (1.001/69);Latrocínio
10,859;10,573;528,§§ 3º a 8º;CPC;Alimentos
10,862;10,146;173, § 2º;CF;Proibição de Privilégio Fiscal às Empresas Públicas e Sociedades de Economia Mista
10,863;10,736;"129, III (CF); 5º (Lei 7.347/1985)";Constituição Federal e Lei n. 7.347/1985;Ausência de Legitimidade para propositura de Ação Civil Pública
10,864;10,635;2º, § 2;Lei 8.072;Crimes Hediondos
10,865;4,264;"93, IX; 500, III e IV";"CF; CPPM";Cerceamento de Defesa
10,866;4,264;"93, IX; 792, § 1.º; 500, IV";"CF; CPP; CPPM";Ausência de Publicidade
10,867;4,264;"93, IX; 250; 500, IV";"CF; CPC; CPPM";Ausência de Fundamentação
10,869;10,672;"513, caput; 523, caput";CPC;Parcela Incontroversa
10,875;10,291;Art. 12;Lei 8270/91;Base de Cálculo
10,878;10,254;art. 40, § 4º e § 5º;CF;Especial
10,88;9,148;"520 a 522; 527; 537, § 3º; 1.012, §§ 1º e 2º";CPC;Cumprimento Provisório de Sentença
10,881;10,22;117;Lei 8.112/90;Nepotismo
10,885;10,672;"100, § 20 (CF); 78 (ADCT)";Constituição Federal e ADCT;Liquidação Parcelada
10,89;4,264;"564, III; 500, IV";"CPP; CPPM";Vício Formal do Julgamento
10,891;1,209;"647; 466";"CPP; CPPM";Habeas Corpus - Cabimento
10,894;9,997;5º, LXIX;CF;Abuso de Poder
10,897;4,291;Art. 3º e Art. 43;cpp;Competência dos Juizados Especiais
10,901;8,829;"102, I, ""b"", ""c"" e ""d""; 105, I, ""a""; 108, I, ""a""; 125, § 1º (CF)";Constituição Federal e Constituições Estaduais;Competência por Prerrogativa de Função
10,902;4,263;"401, § 1.º; 390, 453";"CPP; CPPM";Excesso de prazo para instrução / julgamento
10,906;7,791;"66, III, ""b""";7.210/1984;Regressão de Regime
10,913;10,912;"125; 199 e ss";"CPP; CPPM";Indisponibilidade / Seqüestro de Bens
10,914;10,912;"240; 170";"CPP; CPPM";Busca e Apreensão de Bens
10,917;10,915;124;CP;Aborto provocado pela gestante ou com o seu consentimento
10,918;10,915;125 e 126;CP;Aborto provocado por terceiro
10,919;10,915;127;CP;Aborto qualificado
10,921;6,203;Art. 1º e ss.;Decreto 3413/2000;Restituição de Criança, Convenção de Haia 1980
10,924;4,993;98, parágrafo único;Lei nº 11.101/2005;Depósito Elisivo
10,926;10,925;"5.º, LVI; 157; 295";"CF; CPP; CPPM";Prova Ilícita
10,931;10,93;art. 18, § 4º;CF;Criação
10,932;10,93;art. 18, § 4º;CF;Desmembramento
10,935;4,368;"383; 78, § 1.º, 437";"CPP; CPPM";Desclassificação
10,936;10,577;1.583 a 1.586, 1.590 e 1.724;Lei 10406/02;Guarda com genitor ou responsável no exterior
10,938;8,893;238 a 259;CPC;Citação
10,939;8,893;269 a 275;CPC;Intimação / Notificação
10,94;8,99;385 a 388 e 442 a 463;CPC;Depoimento
10,941;9,964;83 e seguintes;ECA;Viagem Nacional
10,945;7,752;52 e 53;Lei n. 8.078/90 (C.D.C.);Expurgos Inflacionários / Planos Econômicos
10,948;5,626;art. 7º;Lei 11.340/2006;Violência Doméstica Contra a Mulher
10,949;287;Art. 7º;Lei 11340/06;Violência Doméstica Contra a Mulher
10,95;287;"CP, art. 61, II, h; Lei 8069/90, art. 2º";"CP; Lei 8069/90";Crime / Contravenção contra Criança / Adolescente
10,951;287;"CP, art. 61, II, h; Lei 10.741, art. 1º";"CP; Lei 10.741/03";Crime / Contravenção contra Idoso
10,955;10,954;art. 165 a 169;CF;Criação de Dotação Orçamentária
10,956;10,954;art. 168;CF;Repasse de Duodécimos
10,957;10,954;art. 169, § 2º;CF;Repasse de Verbas Públicas
10,958;10,954;art. 165, § 8º;CF;Crédito Suplementar
10,982;3,547;1°;Lei 9.613/1998;"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
10,983;5,872;1°;Lei 9613/1998;"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
10,984;5,873;1°;Lei 9.613/1998;"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
10,985;3,603;3° e 12;Lei 8.137/1990;Crimes contra a Ordem Tributária praticado por Funcionário Público
10,986;3,618;66 e 67;Lei 9.605/1998;Crime contra a administração ambiental
10,987;3,607;40;Lei 11.343/2006;Tráfico Ilícito de Drogas praticado por Funcionário Público
10,99;5,875;1°;DL 201/1967;Má-gestão praticada por Prefeitos e Vereadores
10,991;5,875;1°;DL 201/1967;Corrupção Praticada por Prefeitos e Vereadores
10,992;3,523;311;Código Penal (DL 2.848/1940);Adulteração de Sinal Identificador de Veículo Automotor por Funcionário Público
10,993;3,523;294 e 295;CP;Petrechos de Falsificação de Papéis Públicos por Funcionário Público
10,994;3,523;294 e 295;CP;Petrechos para falsificação de moeda por Funcionário Público
10,995;3,523;299;CP;Falsidade ideológica praticada por Funcionário Público
10,998;3,523;297;CP;Falsificação de documento Público praticada por Funcionário Público
10,999;9,045;527, II.;CPC;Conversão em Agravo Retido
11,004;3,523;296;Código Penal;Falsificação do Selo ou Sinal Público Praticado por Funcionário Público
11,005;3,523;293 e 295;Código Penal;Falsificação de Papéis Públicos Praticado por Funcionário Público
11,006;3,523;289;Código Penal;Crime de Desvio e/ou Circulação de Moeda Não Autorizada
11,007;3,523;289;Código Penal;Crime de Moeda Falsa Praticado por Funcionário Público
11,047;8,829;124;Constituição Federal;Competência da Justiça Militar da União
11,048;8,829;125, §§4º e 5º;Constituição Federal;Competência da Justiça Militar dos Estados
11,054;11,049;263;CPPM;Menagem
11,058;11,057;110, 115;CPM;Cassação de licença para direção de veículo motorizado
11,059;11,057;110, 119;CPM;Confisco
11,06;11,057;110, 116;CPM;Exílio local
11,061;11,057;110, 118;CPM;Interdição de estabecimento ou associação
11,062;11,057;110, 117;CPM;Proibição de frequentar determinados locais
11,063;11,057;55;CPM;Suspensão do exercício do posto, graduação, cargo ou função
11,064;11,051;498, b;CPPM;Representação do Corregedor
11,065;11,051;498;CPPM;Requerimento da Parte
11,067;11,066;"500, III, ""h""";CPPM;Irregularidade na composição do Conselho
11,069;11,068;art. 33, inciso II;CPM;Crime Culposo
11,071;11,068;30, inciso II;CPM;Crime Tentado
11,085;11,08;89;CPM;Livramento Condicional
11,087;11,08;84;CPM;Suspensão Condicional da Pena
11,089;11,088;123, inciso III;CPM;Abolitio criminis
11,091;11,086;102;CPM;Exclusão das Forças Armadas
11,092;11,086;104;CPM;Inabilitação para o exercício de Função Pública
11,093;11,086;101;CPM;Incompatibilidade para o Oficialato
11,094;11,086;100;CPM;Indignidade para o Oficialato
11,095;11,086;103;CPM;Perda da Função Pública
11,096;11,086;125, § 4º;Constituição Federal;Perda da Graduação das Praças
11,097;11,086;125,§ 4º e art. 142,§ 3º, VI e VII;Constituição Federal;Perda do Posto e da Patente
11,098;11,086;98, inciso VII;CPM;Suspensão do pátrio poder, tutela ou curatela
11,099;11,086;106;CPM;Suspensão dos direitos políticos
11,1;11,084;123, inciso II;CPM;Anistia
11,101;11,084;123, inciso II;CPM;Indulto
11,102;11,084;123, inciso I;CPM;Morte do Agente
11,103;11,084;123, inciso IV;CPM;Prescrição
11,104;11,084;123, inciso V;CPM;Reabilitação
11,105;11,084;123, inciso VI;CPM;Ressarcimento do Dano
11,106;11,083;42, I;CPM;Estado de Necessidade
11,107;11,083;39;CPM;Estado de Necessidade exculpante
11,108;11,083;42, inciso III;CPM;Estrito Cumprimento do Dever Legal
11,109;11,083;42, inciso IV;CPM;Exercício Regular do Direito
11,11;11,083;38;CPM;Inexigibilidade de Conduta Diversa
11,111;11,083;42,inciso II;CPM;Legítima Defesa
11,112;11,082;109,II;CPM;Perda em favor da Fazenda Pública
11,113;11,082;109, I;CPM;Reparação do Dano
11,114;11,081;59;CPM;Conversão da Pena
11,115;11,081;113;CPM;Substituição da Pena
11,12;11,119;184;CPM;Criação ou simulação de incapacidade física
11,121;11,119;186;CPM;Favorecimento a convocado
11,122;11,119;183;CPM;Insubmissão
11,123;11,119;183,§ 2º;CPM;Insubmissão privilegiada
11,124;11,119;185;CPM;Substituição de convocado
11,125;11,118;204;CPM;Exercício de comércio por oficial
11,126;11,117;191;CPM;Concerto para deserção
11,127;11,117;187;CPM;Deserção
11,128;11,117;188;CPM;Deserção - casos assimilados
11,129;11,117;190;CPM;Deserção especial
11,13;11,117;192;CPM;Deserção por evasão ou fuga
11,131;11,117;189, inciso I;CPM;Deserção privilegiada
11,132;11,117;189, inciso II;CPM;Deserção qualificada
11,133;11,117;193;CPM;Favorecimento a desertor
11,134;11,117;194;CPM;Omissão de Oficial
11,135;11,116;195;CPM;Abandono de posto
11,136;11,116;196;CPM;Descumprimento de missão
11,137;11,116;203;CPM;Dormir em serviço
11,138;11,116;202;CPM;Embriaguez em serviço
11,139;11,116;198;CPM;Omissão de eficiência da força
11,14;11,116;199;CPM;Omissão de providências para evitar danos
11,141;11,116;200;CPM;Omissão de providências para salvar comandados
11,142;11,116;201;CPM;Omissão de socorro
11,143;11,116;197;CPM;Retenção indevida
11,152;11,151;257;CPM;Alteração de Limites
11,153;11,151;258;CPM;Aposição, supressão ou alteração de marca
11,154;11,15;267;CPM;Usura pecuniária
11,155;11,149;245;CPM;Chantagem
11,156;11,149;243;CPM;Extorsão
11,157;11,149;246;CPM;Extorsão indireta
11,158;11,149;244;CPM;Extorsão mediante sequestro
11,159;11,149;242,§ 3º;CPM;Latrocínio
11,16;11,149;242;CPM;Roubo
11,161;11,149;242,§2º;CPM;Roubo qualificado
11,162;11,148;254;CPM;Receptação
11,163;11,147;240;CPM;Furto
11,164;11,147;241;CPM;Furto de uso
11,165;11,147;240, §4º,5º,6º;CPM;Furto qualificado
11,166;11,146;252;CPM;Abuso de pessoa
11,167;11,146;251;CPM;Estelionato
11,168;11,145;260;CPM;Dano atenuado
11,169;11,145;264;CPM;Dano em aparelhos e instalações
11,17;11,145;263;CPM;Dano em navio de guerra ou mercante em serviço militar
11,171;11,145;262;CPM;Dano material ou aparelhamento de guerra
11,172;11,145;261;CPM;Dano qualificado
11,173;11,145;259;CPM;Dano simples
11,174;11,145;265;CPM;Desaparecimento,consunção ou extravio
11,175;11,144;249, parágrafo único;CPM;Apropriação de coisa achada
11,176;11,144;249;CPM;Apropriação de coisa havida acidentalmente
11,177;11,144;248;CPM;Apropriação indébita
11,181;11,18;271;CPM;Abuso de radiação
11,182;11,18;274;CPM;Desabamento ou desmoronamento
11,183;11,18;278;CPM;Difusão de epizootia ou praga vegetal
11,184;11,18;279;CPM;Embriaguez ao volante
11,185;11,18;270;CPM;Emprego de gás tóxico ou asfixiante
11,186;11,18;269;CPM;Explosão
11,187;11,18;276;CPM;Fatos que expõem a perigo aparelhamento militar
11,188;11,18;Art. 281;CPM;Fuga após acidente de trânsito
11,189;11,18;268;CPM;Incêndio
11,19;11,18;272;CPM;Inundação
11,191;11,18;273;CPM;Perigo de inundação
11,192;11,18;280;CPM;Perigo resultante de violação de regra de trânsito
11,193;11,18;275;CPM;Subtração, ocultação ou inutilização de material de socorro
11,194;11,179;286;CPM;Arremesso de projétil
11,195;11,179;287;CPM;Atentado contra serviço de utilidade militar
11,196;11,179;283;CPM;Atentado contra transporte
11,197;11,179;284 e 285;CPM;Atentado contra viatura ou outro meio de transporte
11,198;11,179;288 e 289;CPM;Interrupção ou perturbação de serviço ou meio de comunicação
11,199;11,179;282;CPM;Perigo de desastre ferroviário
11,2;11,178;294;CPM;Corrupção ou poluição de água potável
11,201;11,178;293;CPM;Envenenamento com perigo extensivo
11,202;11,178;292;CPM;Epidemia
11,203;11,178;296;CPM;Fornecimento de substância alterada
11,204;11,178;295;CPM;Fornecimento de substancia nociva
11,205;11,178;297;CPM;Omissão de notificação de doença
11,206;11,178;291;CPM;Receita Ilegal
11,207;11,178;290;CPM;Tráfico, posse ou uso de entorpecente ou substância de efeito similar
11,208;11,076;138;CPM;Atos de jurisdição indevida
11,209;11,076;143;CPM;Consecução de notícia, informação ou documento para fim de espionagem
11,21;11,076;147;CPM;Desenho ou levantamento de plano ou planta de local militar
11,211;11,076;140;CPM;Entendimento para empenhar o Brasil à neutralidade ou à guerra
11,212;11,076;141;CPM;Entendimento para gerar conflito ou divergência com o Brasil
11,213;11,076;"136 ""caput""";CPM;Hostilidade contra país estrangeiro
11,214;11,076;136, § 1º;CPM;Hostilidade qualificada pelo resultado
11,215;11,076;146;CPM;Penetração com o fim de espionagem
11,216;11,076;137;CPM;Provocação a país estrangeiro
11,217;11,076;144;CPM;Revelação de notícia, informação ou documento
11,218;11,076;144;CPM;Revelação de notícia, informação ou documento, com o fim de espionagem militar
11,219;11,076;148;CPM;Sobrevôo em local interdito
11,22;11,076;142;CPM;Tentativa contra a soberania do Brasil
11,221;11,076;145;CPM;Turbação de objeto ou documento
11,222;11,076;139;CPM;Violação de território estrangeiro
11,231;11,23;238;CPM;Ato obsceno
11,232;11,23;239;CPM;Escrito ou objeto obsceno
11,233;11,229;212;CPM;Abandono de pessoa
11,234;11,229;212, §§1º,2º;CPM;Abandono de pessoa seguida de morte ou lesão grave
11,235;11,229;213;CPM;Maus tratos
11,236;11,229;213, §§ 1º e 2º;CPM;Maus tratos seguido de morte ou lesão grave
11,237;11,228;209, § 1º;CPM;Lesão grave
11,238;11,228;209;CPM;Lesão leve
11,239;11,228;209,§ 6º;CPM;Lesão levíssima
11,24;11,228;209,§ 4º;CPM;Lesão privilegiada
11,241;11,228;209,§ 3º;CPM;Lesão seguida de morte
11,242;11,228;211;CPM;Participação em rixa
11,243;11,227;205;CPM;Homicídio
11,244;11,227;205,§ 2º;CPM;Homicidio qualificado
11,245;11,227;205, § 1º;CPM;Homicido privilegiado
11,246;11,227;207;CPM;Provocação direta ou auxílio a suicídio
11,247;11,227;207,§ 2º;CPM;Provocação indireta ao suicídio
11,248;11,226;208;CPM;Genocídio
11,249;11,225;233;CPM;Atentado violento ao pudor
11,25;11,225;234;CPM;Corrupção de menores
11,251;11,225;232;CPM;Estupro
11,252;11,225;235;CPM;Ato Libidinoso
11,253;11,224;223;CPM;Ameaça
11,254;11,224;222;CPM;Constragimento ilegal
11,255;11,224;224;CPM;Desafio para duelo
11,256;11,224;228;CPM;Divulgação de segredo
11,257;11,224;225;CPM;Sequestro ou cárcere privado
